final,all,review_id
1,"[1, 1, 1, 1, 1]",216214
5,"[4, 5, 5, -1, 6]",216215
1,"[1, 1, 1, 1, 1]",216216
1,"[1, 1, 1, 1, 1]",216217
1,"[1, 1, 1, 1, 1]",216218
1,"[1, 1, 1, 1, 2]",216219
4,"[4, 4, 4, 4, 4]",216220
4,"[4, 3, 4, 4, 3]",216221
3,"[3, 3, 3, 3, 3]",216222
3,"[2, 3, 3, 3, 2]",216223
1,"[2, 1, 1, 1, 1]",216224
1,"[1, 1, 1, 1, 2]",216225
1,"[1, 1, 1, 1, 1]",216226
4,"[4, 6, 3, 3, 5]",216227
2,"[1, 2, 2, 2, 2]",216228
5,"[5, 5, 5, 4, 4]",216229
2,"[2, 1, 1, 2, 3]",216230
6,"[6, 6, 6, 6, 5]",216231
6,"[6, 6, 6, 6, 7]",216232
6,"[6, 6, 6, 6, 6]",216233
1,"[1, 1, 1, 1, 1]",216234
5,"[6, 5, 6, 5, 4]",216235
2,"[1, 1, 1, 4, 1]",216236
2,"[2, 3, 1, 1, 2]",216237
3,"[2, 3, 3, 3, 2]",216238
1,"[1, 1, 1, 1, 1]",216239
1,"[1, 1, 1, 1, 1]",216240
2,"[1, 2, 2, 3, 1]",216241
5,"[5, 5, 5, 3, 5]",216242
4,"[5, 4, 4, 5, 4]",216243
7,"[6, 7, 7, 6, 7]",216244
1,"[1, 3, 1, 1, 1]",216245
8,"[8, 9, 8, 9, 8]",216246
7,"[5, 7, 7, 7, 7]",216247
4,"[5, 4, 5, 4, 4]",216248
7,"[7, 7, 7, 7, 7]",216249
7,"[7, 8, 8, 7, 7]",216250
8,"[8, 7, 7, 8, 8]",216251
1,"[2, 2, 1, 1, 1]",216252
6,"[6, 6, 5, 5, 6]",216253
6,"[6, 8, 6, 6, 2]",216254
8,"[8, 8, 8, 9, 8]",216255
2,"[2, 2, 3, 1, 3]",216256
7,"[7, 7, 7, 7, 7]",216257
5,"[5, 5, 5, 5, 5]",216258
6,"[6, 6, 6, 5, 6]",216259
2,"[2, 2, 3, 2, 2]",216260
8,"[8, 8, 7, 7, 8]",216261
6,"[6, 6, 6, 6, 7]",216262
8,"[8, 8, 7, 7, 8]",216263
8,"[8, 8, 8, 8, 8]",216264
7,"[7, 6, 6, 7, 7]",216265
7,"[7, 7, 7, 7, 7]",216266
5,"[5, 6, 3, 5, 5]",216267
1,"[1, 2, 1, 1, 1]",216268
6,"[5, 7, 6, 6, 6]",216269
4,"[4, 4, 4, 4, 4]",216270
1,"[1, 1, 1, 1, 1]",216271
7,"[7, 7, 7, 7, 7]",216272
8,"[8, 8, 9, 8, 8]",216273
1,"[1, 1, 1, 1, 1]",216274
6,"[6, 6, 6, 7, 6]",216275
6,"[6, 6, 6, 6, 6]",216276
3,"[2, 3, 3, 4, 3]",216277
8,"[8, 8, 7, 8, 8]",216278
4,"[3, 5, 3, 3, 4]",216279
6,"[6, 6, 6, 6, 6]",216280
8,"[8, 8, 8, 8, 8]",216281
7,"[7, 7, 7, 7, 7]",216282
6,"[6, 6, 6, 6, 7]",216283
7,"[7, 6, 7, 7, 7]",216284
7,"[7, 8, 7, 8, 7]",216285
6,"[6, 6, 6, 6, 7]",216286
7,"[7, 7, 7, 8, 7]",216287
7,"[7, 7, 8, 7, 7]",216288
7,"[7, 6, 7, 7, 8]",216289
8,"[8, 8, 8, 8, 8]",216290
3,"[3, 3, 2, 3, 2]",216291
7,"[7, 7, 7, 7, 7]",216292
9,"[9, 9, 9, 8, 8]",216293
7,"[7, 7, 7, 7, 7]",216294
6,"[6, 5, 7, 6, 5]",216295
8,"[7, 8, 8, 8, 8]",216296
9,"[8, 9, 9, 9, 8]",216297
8,"[9, 8, 8, 8, 8]",216298
5,"[-1, 5, 5, 5, 5]",216299
8,"[8, 8, 8, 8, 8]",216300
7,"[6, 7, 7, 7, 6]",216301
6,"[6, 6, 6, 6, 6]",216302
6,"[-1, 6, 5, 6, 5]",216303
6,"[6, 6, 5, 6, 6]",216304
7,"[7, 7, 7, 7, 8]",216305
6,"[6, 6, 6, 6, 7]",216306
1,"[1, 2, 2, 1, 1]",216307
3,"[2, 3, 3, 3, 2]",216308
8,"[8, 8, 8, 7, -1]",216309
8,"[9, 8, 8, 8, 8]",216310
7,"[8, 7, 7, 7, 7]",216311
8,"[8, 8, 8, 8, 8]",216312
7,"[7, 7, 7, 8, 8]",216313
8,"[8, 7, 8, 8, 8]",216314
7,"[7, 7, 7, 7, 7]",216315
8,"[8, 8, 8, 8, 8]",216316
2,"[1, 3, 1, 2, 3]",216317
8,"[7, 8, 8, 8, 8]",216318
7,"[7, 8, 7, 7, 8]",216319
7,"[7, 7, 7, 7, 7]",216320
3,"[3, 2, 4, 5, 3]",216321
7,"[7, 7, 7, 7, 7]",216322
7,"[6, 7, 6, 7, 7]",216323
7,"[7, 7, 7, 7, 7]",216324
6,"[6, 6, 6, 7, 7]",216325
9,"[9, 8, 9, 8, 9]",216326
7,"[7, 7, 7, 8, 7]",216327
7,"[7, 7, 7, 7, 7]",216328
8,"[8, 8, 8, 8, 7]",216329
7,"[7, 7, 6, 7, 7]",216330
5,"[6, 5, 4, 4, 5]",216331
8,"[6, 8, 8, 8, 8]",216332
7,"[8, 7, 7, 8, 7]",216333
6,"[5, 6, 5, 6, 6]",216334
7,"[7, 7, 7, 7, 7]",216335
8,"[8, 7, 8, 8, 8]",216336
8,"[8, 9, 8, 8, 8]",216337
8,"[8, 8, 8, 8, 8]",216338
7,"[7, 7, 7, 7, 7]",216339
9,"[8, 9, 9, 9, 9]",216340
8,"[8, 8, 8, 8, 8]",216341
8,"[7, 8, 7, 8, 8]",216342
7,"[7, 7, 7, 7, 7]",216343
6,"[6, 6, 6, 6, 6]",216344
8,"[8, 8, 8, 8, 8]",216345
3,"[3, 3, 3, 3, 3]",216346
3,"[3, 4, 3, 4, 3]",216347
7,"[7, 7, 7, 7, 7]",216348
8,"[7, 8, 8, 8, 8]",216349
7,"[7, 6, 7, 7, 7]",216350
7,"[7, 7, 7, 7, 7]",216351
1,"[1, 1, 1, 1, 1]",216352
7,"[7, 6, 7, 6, 7]",216353
7,"[7, 6, 7, 7, 7]",216354
8,"[7, 8, 7, 8, 8]",216355
8,"[8, 8, 8, 8, 8]",216356
7,"[7, 7, 7, 7, 7]",216357
8,"[8, 8, 8, 8, 8]",216358
7,"[7, 6, 7, 7, 6]",216359
8,"[7, 8, 8, 7, 8]",216360
7,"[7, 7, 7, 8, 7]",216361
7,"[7, 7, 7, 7, 7]",216362
7,"[6, 6, 7, 7, 7]",216363
7,"[7, 7, 7, 7, 7]",216364
8,"[8, 8, 8, 8, 8]",216365
7,"[7, 7, 7, 7, 7]",216366
6,"[7, 6, 6, 6, 6]",216367
8,"[8, 8, 8, 8, 8]",216368
6,"[6, 6, 6, 7, 6]",216369
8,"[7, 8, 8, 8, 7]",216370
7,"[7, 7, -1, 8, 7]",216371
6,"[7, 5, 6, 6, 6]",216372
6,"[6, 7, 6, 7, 5]",216373
7,"[7, 7, 6, 7, 7]",216374
8,"[8, 8, 8, 7, 8]",216375
6,"[6, 6, 6, 6, 7]",216376
8,"[8, 8, 8, 8, 8]",216377
7,"[7, 7, 7, 7, 7]",216378
1,"[1, 2, 1, 2, 1]",216379
6,"[6, 6, 6, 6, 6]",216380
7,"[7, 6, 6, 7, 7]",216381
7,"[7, 7, 7, 7, 7]",216382
5,"[4, 5, 5, 4, 5]",216383
8,"[8, 8, 8, 8, 8]",216384
6,"[6, 6, 6, 6, 5]",216385
8,"[8, 8, 8, 8, 8]",216386
7,"[6, 7, 7, 7, 7]",216387
7,"[7, 7, 7, 7, 7]",216388
7,"[7, 7, 7, 8, 7]",216389
7,"[7, 7, 7, 7, 7]",216390
8,"[8, 8, 8, 8, 8]",216391
6,"[6, 7, 6, 6, 7]",216392
7,"[7, 7, 7, 7, 7]",216393
7,"[7, 7, 8, 7, 8]",216394
6,"[6, 5, 6, 6, 6]",216395
7,"[6, 7, 7, 7, 6]",216396
7,"[7, 8, 8, 7, 7]",216397
6,"[6, 6, 7, 6, 7]",216398
6,"[6, 6, 6, 6, 6]",216399
7,"[7, 7, 7, 7, 7]",216400
6,"[6, 6, 5, 6, 6]",216401
7,"[7, 7, 7, 7, 7]",216402
6,"[6, 5, 6, 6, 5]",216403
8,"[8, 8, 8, 8, 8]",216404
7,"[7, 8, 7, 7, 7]",216405
6,"[6, 6, 6, 6, 6]",216406
7,"[7, 7, 7, 7, 7]",216407
7,"[6, 7, 7, 7, 6]",216408
8,"[8, 8, 8, 7, 8]",216409
7,"[7, 7, 7, 7, 7]",216410
6,"[6, 7, 7, 6, 6]",216411
6,"[6, 6, 6, 6, 6]",216412
6,"[6, 6, 6, 6, 6]",216413
8,"[8, 8, 8, 8, 8]",216414
7,"[7, 7, 6, 7, 7]",216415
9,"[8, 9, 9, 9, 9]",216416
7,"[6, 7, 7, 7, 7]",216417
7,"[7, 7, 7, 7, 7]",216418
6,"[6, 6, 7, 6, 7]",216419
7,"[8, 6, 6, 7, 7]",216420
8,"[8, 8, 8, 9, 8]",216421
5,"[5, 4, 5, 5, 6]",216422
6,"[6, 6, 6, 6, 6]",216423
6,"[6, 7, 6, 6, 6]",216424
5,"[5, 3, 6, 6, 6]",216425
7,"[8, 7, 7, 7, 7]",216426
8,"[8, 8, 8, 8, 8]",216427
7,"[1, 9, 9, 9, 9]",216428
7,"[6, 7, 7, 6, 7]",216429
8,"[8, 8, 8, 8, 8]",216430
8,"[8, 8, 8, 7, 7]",216431
7,"[7, 7, 7, 7, 7]",216432
8,"[8, 8, 8, 8, 8]",216433
7,"[7, 7, 6, 7, 6]",216434
8,"[8, 8, 8, 8, 8]",216435
6,"[6, 7, 6, 6, 7]",216436
8,"[8, 8, 8, 8, 8]",216437
6,"[6, 6, 7, 7, 6]",216438
8,"[8, 8, 8, 8, 9]",216439
6,"[1, 1, 9, 9, 9]",216440
6,"[6, 6, 7, 6, 7]",216441
6,"[6, 6, 6, 6, 6]",216442
5,"[6, 5, 5, 6, 5]",216443
9,"[9, 9, 9, 9, 9]",216444
6,"[6, 6, 6, 6, 6]",216445
7,"[7, 7, 7, 7, 7]",216446
8,"[8, 7, 8, 8, 8]",216447
8,"[8, 8, 8, 8, 8]",216448
4,"[4, 3, 4, 5, 4]",216449
7,"[7, 7, 8, 7, 8]",216450
6,"[7, 6, 6, 6, 7]",216451
7,"[7, 7, 7, 6, 7]",216452
4,"[3, 5, 4, 5, 4]",216453
4,"[4, 4, 4, 5, 4]",216454
6,"[6, 6, 6, 6, 6]",216455
5,"[4, 4, 4, 6, 5]",216456
3,"[3, 3, 3, 3, 2]",216457
8,"[8, 8, 8, 8, 7]",216458
6,"[6, 6, 6, 6, 6]",216459
8,"[8, 8, 8, 8, 8]",216460
7,"[7, 7, 7, 7, 7]",216461
6,"[6, 5, 6, 5, 6]",216462
5,"[6, 6, 5, 5, 5]",216463
7,"[7, 8, 7, 7, 8]",216464
7,"[7, 8, 8, 7, 7]",216465
6,"[6, 6, 6, 6, 6]",216466
3,"[2, 4, 3, 3, 3]",216467
4,"[2, 4, 6, 4, 4]",216468
7,"[7, 7, 7, 7, 7]",216469
6,"[6, 6, 6, 6, 6]",216470
7,"[8, 3, 9, 8, 7]",216471
7,"[7, 7, 7, 7, 7]",216472
7,"[7, 7, 7, 6, 6]",216473
9,"[9, 9, 9, 9, 9]",216474
8,"[8, 8, 8, 8, 9]",216475
6,"[6, 6, 6, 6, 6]",216476
8,"[8, 7, 8, 8, 8]",216477
6,"[7, 4, 4, 7, 7]",216478
6,"[6, 6, 6, 4, 6]",216479
9,"[9, 9, 9, 9, 9]",216480
6,"[6, 6, 7, 6, 6]",216481
8,"[8, 7, 8, 7, 8]",216482
8,"[8, 8, 8, 8, 7]",216483
7,"[9, 5, 8, 8, 6]",216484
7,"[7, 8, 7, 7, 7]",216485
1,"[1, 1, 1, 1, 1]",216486
6,"[6, 7, 6, 6, 6]",216487
7,"[7, 7, 7, 7, 7]",216488
8,"[8, 8, 8, 8, 8]",216489
7,"[7, 7, 7, 7, 6]",216490
8,"[8, 8, 8, 8, 8]",216491
7,"[7, 7, 7, 7, 8]",216492
8,"[8, 9, 8, 8, 9]",216493
6,"[6, 6, 6, 6, 6]",216494
6,"[6, 6, 6, 7, 7]",216495
7,"[7, 7, 7, 6, 7]",216496
7,"[7, 7, 8, 8, 7]",216497
2,"[2, 1, 1, 3, 3]",216498
7,"[7, 6, 7, 7, 7]",216499
9,"[9, 9, 9, 8, 9]",216500
7,"[7, 7, 7, 7, 7]",216501
7,"[7, 7, 7, 7, 7]",216502
8,"[8, 8, 8, 8, 8]",216503
7,"[7, 7, 7, 7, 6]",216504
8,"[9, 7, 9, 8, 8]",216505
1,"[1, 1, 1, 1, 1]",216506
7,"[7, 7, 7, 7, 7]",216507
7,"[7, 7, 7, 7, 7]",216508
1,"[1, 1, 1, 1, 2]",216509
6,"[6, 2, 7, 8, 7]",216510
7,"[7, 7, 7, 6, 7]",216511
6,"[6, 6, 6, 6, 6]",216512
6,"[7, 7, 6, 6, 6]",216513
7,"[7, 7, 7, 7, 7]",216514
7,"[7, 6, 7, 7, 7]",216515
9,"[9, 9, 9, 8, 9]",216516
5,"[4, 4, 6, 5, 5]",216517
8,"[8, 7, 8, 7, 8]",216518
8,"[8, 8, 8, 8, 8]",216519
8,"[9, 8, 8, 8, 8]",216520
1,"[1, 1, 1, 1, 1]",216521
5,"[5, 5, 5, 6, 6]",216522
7,"[7, 8, 6, 8, 8]",216523
6,"[6, 6, 5, 6, 7]",216524
6,"[5, 6, 6, 6, 7]",216525
8,"[8, 8, 7, 7, 8]",216526
8,"[8, 8, 8, 8, 9]",216527
1,"[1, 1, 1, 1, 1]",216528
7,"[7, 7, 7, 7, 7]",216529
7,"[7, 7, 7, 8, 7]",216530
7,"[7, 7, 7, 7, 7]",216531
7,"[7, 7, 7, 7, 7]",216532
8,"[8, 8, 8, 9, 8]",216533
4,"[1, 5, 5, 3, 4]",216534
1,"[1, 1, 1, 1, 1]",216535
6,"[6, 6, 6, 6, 6]",216536
4,"[5, 4, 5, 4, 4]",216537
7,"[7, 8, 6, 7, 7]",216538
2,"[1, 2, 2, 2, 1]",216539
7,"[8, 7, 7, 7, 7]",216540
8,"[8, 8, 8, 8, 8]",216541
7,"[7, 7, 7, 7, 7]",216542
7,"[7, 7, 7, 6, 7]",216543
7,"[7, 7, 7, 8, 8]",216544
6,"[6, 6, 6, 6, 6]",216545
8,"[8, 7, 8, 8, 8]",216546
7,"[7, 7, 7, 8, 7]",216547
5,"[6, 3, 7, 4, 3]",216548
7,"[7, 7, 7, 7, 7]",216549
6,"[6, 6, 6, 7, 6]",216550
7,"[6, 7, 7, 8, 8]",216551
8,"[8, 8, 8, 8, 8]",216552
6,"[6, 6, 6, 6, 6]",216553
7,"[7, 7, 7, 7, 7]",216554
8,"[7, 8, 7, 8, 8]",216555
1,"[1, 1, 1, 1, 1]",216556
7,"[7, 8, 8, 6, 7]",216557
7,"[8, 7, 8, 7, 7]",216558
5,"[6, 5, 6, 5, 5]",216559
7,"[6, 6, 7, 7, 7]",216560
7,"[7, 7, 7, 8, 7]",216561
7,"[8, 7, 7, 7, 7]",216562
6,"[6, 6, 6, 6, 5]",216563
1,"[1, 1, 1, 1, 1]",216564
8,"[8, 8, 8, 8, 8]",216565
8,"[8, 8, 7, 8, 8]",216566
4,"[4, 4, 6, 4, 3]",216567
9,"[9, 9, 9, 9, 8]",216568
8,"[8, 8, 8, 8, 8]",216569
6,"[6, 6, 6, 6, 6]",216570
6,"[6, 6, 7, 5, 6]",216571
8,"[7, 8, 8, 8, 7]",216572
7,"[7, 7, 7, 7, 7]",216573
7,"[7, 7, 8, 7, 7]",216574
7,"[7, 7, 7, 7, 7]",216575
6,"[6, 7, 6, 6, 7]",216576
7,"[7, 7, 8, 7, 7]",216577
8,"[8, 8, 8, 8, 8]",216578
1,"[1, 1, 1, 1, 1]",216579
8,"[8, 8, 8, 7, 8]",216580
5,"[5, 5, 5, 5, 4]",216581
8,"[8, 7, 8, 8, 8]",216582
6,"[7, 5, 6, 7, 7]",216583
6,"[6, 6, 6, 6, 6]",216584
7,"[7, 7, 7, 7, 7]",216585
7,"[7, 7, 8, 7, 7]",216586
8,"[8, 8, 8, 7, 7]",216587
6,"[7, 6, 5, 6, 6]",216588
8,"[8, 8, 7, 8, 8]",216589
7,"[6, 6, 7, 7, 7]",216590
7,"[5, 8, 8, 8, 8]",216591
1,"[1, 1, 1, 2, 2]",216592
8,"[8, 8, 8, 8, 8]",216593
1,"[1, 1, 1, 1, 1]",216594
8,"[8, 7, 7, 8, 8]",216595
8,"[8, 8, 8, 8, 8]",216596
7,"[8, 6, 7, 7, 7]",216597
7,"[7, 7, 7, 7, 7]",216598
8,"[9, 9, 8, 8, 8]",216599
7,"[7, 7, 7, 6, 7]",216600
6,"[7, 6, 6, 6, 7]",216601
5,"[5, 5, 6, 6, 5]",216602
8,"[8, 8, 8, 8, 8]",216603
7,"[7, 8, 7, 7, 7]",216604
1,"[1, 1, 1, 1, 1]",216605
7,"[6, 7, 7, 7, 7]",216606
8,"[7, 9, 8, 9, 9]",216607
7,"[7, 7, 7, 7, 7]",216608
6,"[6, 6, 6, 6, 6]",216609
8,"[9, 8, 8, 8, 8]",216610
8,"[8, 8, 8, 8, 8]",216611
6,"[6, 7, 5, 7, 6]",216612
7,"[7, 7, 6, 7, 7]",216613
9,"[9, 9, 9, 9, 9]",216614
7,"[7, 7, 7, 7, 7]",216615
5,"[6, 5, 5, 6, 4]",216616
6,"[6, 7, 6, 6, 6]",216617
9,"[9, 8, 8, 9, 9]",216618
6,"[6, 6, 6, 6, 6]",216619
7,"[7, 7, 6, 8, 8]",216620
7,"[7, 7, 7, 6, 7]",216621
8,"[8, 8, 8, 8, 8]",216622
7,"[7, 7, 7, 7, 7]",216623
8,"[8, 7, 8, 7, 8]",216624
7,"[7, 6, 7, 7, 7]",216625
1,"[1, 1, 1, 1, 1]",216626
8,"[8, 7, 8, 7, 8]",216627
5,"[-1, 5, 5, -1, -1]",216628
1,"[-1, -1, -1, -1, 1]",216629
8,"[7, 8, 8, 8, 7]",216630
6,"[6, 6, 6, 6, 6]",216631
3,"[3, 3, 3, 3, 3]",216632
2,"[2, 2, 2, 3, 2]",216633
7,"[7, 6, 7, 7, 7]",216634
1,"[1, 1, 1, 1, 1]",216635
5,"[5, 5, 5, 5, 5]",216636
4,"[4, 4, 4, 4, 4]",216637
5,"[5, 6, 3, 3, 6]",216638
3,"[3, 3, 2, 3, 3]",216639
4,"[4, 5, 3, 3, 3]",216640
4,"[5, 4, 4, 4, 4]",216641
4,"[3, 4, 5, 3, 4]",216642
2,"[2, 2, 3, 2, 2]",216643
3,"[3, 3, 3, 1, 3]",216644
5,"[4, 6, 5, 5, 4]",216645
8,"[8, 8, 7, 8, 7]",216646
3,"[3, 3, 3, 3, 3]",216647
5,"[6, 6, 6, 4, 4]",216648
4,"[3, 4, 4, 3, 4]",216649
4,"[4, 3, 4, 4, 3]",216650
7,"[8, 6, 7, 7, 8]",216651
2,"[4, 1, 1, 3, 2]",216652
6,"[6, 5, 6, 6, 6]",216653
6,"[6, 6, 6, 7, 6]",216654
1,"[1, 1, 1, 1, 1]",216655
6,"[6, 7, 6, 6, 6]",216656
1,"[1, 1, 1, 1, 1]",216657
4,"[4, 4, 3, 4, 3]",216658
1,"[1, 2, 1, 1, 1]",216659
2,"[2, 2, 2, 3, 2]",216660
3,"[3, 3, 3, 3, 3]",216661
1,"[1, 1, 1, 1, 1]",216662
8,"[9, 8, 8, 7, 8]",216663
6,"[6, 6, 6, 6, 5]",216664
8,"[8, 8, 7, 8, 8]",216665
3,"[3, 3, 3, 4, 3]",216666
8,"[8, 7, 8, 8, 8]",216667
1,"[1, 1, 1, 1, 1]",216668
3,"[4, 4, 4, 3, 2]",216669
1,"[1, 1, 3, 1, 1]",216670
3,"[3, 4, 3, 4, 3]",216671
1,"[1, 1, 1, 1, 1]",216672
8,"[8, 8, 8, 8, 7]",216673
3,"[2, 4, 2, 3, 2]",216674
1,"[1, 1, 1, 1, 1]",216675
7,"[7, 7, 7, 7, 7]",216676
8,"[8, 8, 8, 8, 8]",216677
8,"[8, 8, 8, 8, 8]",216678
1,"[1, 1, 1, 1, 1]",216679
8,"[7, 8, 8, 7, 8]",216680
1,"[1, 1, 1, 2, 2]",216681
3,"[3, 3, 3, 3, 4]",216682
1,"[1, 2, 1, 1, 1]",216683
8,"[8, 8, 7, 8, 8]",216684
8,"[8, 8, 8, 8, 8]",216685
1,"[1, 1, 1, 1, 1]",216686
7,"[8, 7, 7, 7, 6]",216687
7,"[7, 7, 7, 6, 7]",216688
1,"[1, 1, 1, 1, 1]",216689
5,"[3, 5, 5, 6, 5]",216690
7,"[7, 7, 7, 7, 7]",216691
1,"[1, 1, 1, 1, 1]",216692
8,"[8, 8, 8, 8, 8]",216693
3,"[4, 4, 3, 3, 3]",216694
4,"[4, 4, 4, 3, 4]",216695
7,"[7, 7, 7, 7, 7]",216696
5,"[5, 5, 5, 5, 5]",216697
5,"[6, 6, 6, 3, 6]",216698
9,"[9, 9, 9, 9, -1]",216699
6,"[6, 6, 6, 6, 5]",216700
1,"[1, -1, 1, 2, 1]",216701
5,"[5, 5, 5, 4, 5]",216702
5,"[5, 5, 5, 6, 5]",216703
3,"[2, 3, 1, 5, 4]",216704
6,"[6, 5, 6, 6, 6]",216705
7,"[7, 7, 7, 7, 7]",216706
1,"[1, 1, 1, 2, 1]",216707
